temp,atemp,humidity,windspeed,hour,holiday,workingday,count
14.76,15.91,57,32.9975,14,0,1,76
16.4,20.455,46,31.0009,15,0,1,68
15.58,19.695,46,27.9993,16,0,1,130
17.22,21.21,38,27.9993,17,0,1,273
15.58,19.695,40,32.9975,18,0,1,267
14.76,16.665,43,19.9995,19,0,1,160
13.94,15.91,46,19.0012,20,0,1,91
13.94,14.395,46,35.0008,21,0,1,89
13.12,15.15,49,19.9995,22,0,1,46
12.3,14.395,49,19.0012,23,0,1,26
12.3,15.91,49,7.0015,0,0,1,15
10.66,13.635,60,8.9981,1,0,1,2
9.84,12.12,70,8.9981,2,0,1,5
10.66,13.635,60,8.9981,3,0,1,4
9.84,12.12,65,8.9981,4,0,1,1
9.84,12.88,70,7.0015,5,0,1,13
9.84,12.88,70,7.0015,6,0,1,56
10.66,13.635,65,7.0015,7,0,1,133
13.12,15.15,61,15.0013,8,0,1,325
14.76,16.665,46,16.9979,9,0,1,165
16.4,20.455,37,26.0027,10,0,1,69
17.22,21.21,38,26.0027,11,0,1,93
18.04,21.97,41,16.9979,12,0,1,134
18.86,22.725,38,32.9975,13,0,1,112
20.5,24.24,34,27.9993,14,0,1,115
21.32,25.0,32,22.0028,15,0,1,117
22.14,25.76,28,27.9993,16,0,1,169
21.32,25.0,32,30.0026,17,0,1,356
21.32,25.0,29,23.9994,18,0,1,325
20.5,24.24,31,19.9995,19,0,1,232
18.86,22.725,51,15.0013,20,0,1,141
18.86,22.725,41,19.0012,21,0,1,102
18.86,22.725,41,19.0012,22,0,1,84
18.86,22.725,41,19.9995,23,0,1,40
18.86,22.725,41,19.0012,0,0,1,20
17.22,21.21,47,8.9981,1,0,1,13
17.22,21.21,54,0.0,2,0,1,7
14.76,17.425,66,12.998,3,0,1,3
13.94,16.665,76,12.998,4,0,1,1
13.94,15.91,76,15.0013,5,0,1,6
13.12,15.15,81,16.9979,6,0,1,64
13.94,16.665,76,11.0014,7,0,1,160
14.76,17.425,76,12.998,8,0,1,314
16.4,20.455,66,8.9981,9,0,1,170
17.22,21.21,67,7.0015,10,0,1,95
18.86,22.725,55,0.0,11,0,1,122
18.86,22.725,55,0.0,12,0,1,153
21.32,25.0,48,6.0032,13,0,1,135
22.96,26.515,43,6.0032,14,0,1,157
24.6,31.06,38,7.0015,15,0,1,160
24.6,31.06,35,0.0,16,0,1,213
21.32,25.0,52,19.0012,17,0,1,343
19.68,23.485,55,16.9979,18,0,1,333
18.86,22.725,59,19.9995,19,0,1,226
18.04,21.97,62,11.0014,20,0,1,203
18.04,21.97,67,19.0012,21,0,1,108
16.4,20.455,76,12.998,22,0,1,81
15.58,19.695,76,16.9979,23,0,1,54
14.76,17.425,76,15.0013,0,0,1,25
13.94,16.665,76,8.9981,1,0,1,9
13.94,16.665,76,11.0014,2,0,1,13
13.94,16.665,76,11.0014,3,0,1,1
13.94,16.665,86,8.9981,4,0,1,1
13.12,15.91,87,12.998,5,0,1,9
13.94,18.18,87,0.0,6,0,1,35
13.94,16.665,87,11.0014,7,0,1,113
13.94,16.665,87,11.0014,8,0,1,221
14.76,17.425,76,12.998,9,0,1,185
14.76,16.665,71,19.0012,10,0,1,73
16.4,20.455,62,26.0027,11,0,1,98
15.58,19.695,66,15.0013,12,0,1,80
14.76,16.665,76,19.0012,13,0,1,42
13.94,15.91,87,15.0013,14,0,1,15
13.94,15.91,87,15.0013,15,0,1,25
13.12,15.15,93,16.9979,16,0,1,60
13.12,15.15,93,16.9979,17,0,1,148
13.12,15.15,93,16.9979,18,0,1,62
12.3,13.635,93,27.9993,19,0,1,53
12.3,13.635,93,22.0028,20,0,1,63
12.3,14.395,93,16.9979,21,0,1,54
12.3,13.635,93,19.9995,22,0,1,51
12.3,14.395,93,15.0013,23,0,1,35
12.3,14.395,87,15.0013,0,0,0,31
12.3,15.15,87,8.9981,1,0,0,20
13.12,15.15,87,15.0013,2,0,0,17
12.3,14.395,100,16.9979,3,0,0,14
12.3,13.635,100,16.9979,4,0,0,3
12.3,14.395,93,15.0013,5,0,0,5
12.3,14.395,93,12.998,6,0,0,13
12.3,15.15,93,11.0014,7,0,0,21
13.12,15.15,93,11.0014,8,0,0,54
13.94,17.425,87,7.0015,9,0,0,98
13.94,16.665,87,8.9981,10,0,0,133
14.76,18.18,81,0.0,11,0,0,142
14.76,17.425,81,8.9981,12,0,0,202
14.76,18.94,81,0.0,13,0,0,222
14.76,17.425,81,8.9981,14,0,0,212
14.76,18.94,87,0.0,15,0,0,201
15.58,19.695,82,0.0,16,0,0,191
15.58,19.695,82,6.0032,17,0,0,257
15.58,19.695,82,7.0015,18,0,0,177
15.58,19.695,82,8.9981,19,0,0,130
15.58,19.695,87,11.0014,20,0,0,93
14.76,17.425,93,8.9981,21,0,0,75
14.76,17.425,93,8.9981,22,0,0,87
15.58,19.695,87,6.0032,23,0,0,57
15.58,19.695,87,6.0032,0,0,0,53
15.58,19.695,87,8.9981,1,0,0,37
15.58,19.695,87,6.0032,2,0,0,36
15.58,19.695,87,8.9981,3,0,0,16
14.76,18.18,93,7.0015,4,0,0,5
14.76,18.18,93,6.0032,5,0,0,4
14.76,18.18,93,6.0032,6,0,0,4
14.76,18.18,100,6.0032,7,0,0,10
15.58,19.695,94,6.0032,8,0,0,55
15.58,19.695,94,8.9981,9,0,0,81
16.4,20.455,87,0.0,10,0,0,150
16.4,20.455,87,8.9981,11,0,0,202
17.22,21.21,88,8.9981,12,0,0,230
18.86,22.725,82,7.0015,13,0,0,263
20.5,24.24,72,12.998,14,0,0,281
20.5,24.24,77,15.0013,15,0,0,297
21.32,25.0,72,11.0014,16,0,0,288
21.32,25.0,72,12.998,17,0,0,236
20.5,24.24,77,12.998,18,0,0,240
20.5,24.24,77,12.998,19,0,0,131
18.86,22.725,82,8.9981,20,0,0,92
18.04,21.97,88,12.998,21,0,0,95
18.04,21.97,94,16.9979,22,0,0,57
18.86,22.725,88,23.9994,23,0,0,32
19.68,23.485,88,22.0028,0,0,1,23
18.86,22.725,94,19.0012,1,0,1,4
18.86,22.725,94,19.0012,2,0,1,9
18.86,22.725,94,12.998,4,0,1,1
18.86,22.725,94,12.998,5,0,1,13
18.86,22.725,100,15.0013,6,0,1,61
20.5,24.24,88,15.0013,7,0,1,176
21.32,25.0,88,19.0012,8,0,1,314
22.96,26.515,83,19.0012,9,0,1,165
22.96,26.515,83,19.9995,10,0,1,96
24.6,29.545,73,19.9995,11,0,1,104
24.6,29.545,73,22.0028,12,0,1,134
26.24,30.305,69,27.9993,13,0,1,139
29.52,33.335,54,23.9994,14,0,1,145
30.34,33.335,48,35.0008,15,0,1,141
30.34,33.335,48,35.0008,16,0,1,235
30.34,33.335,48,35.0008,17,0,1,452
29.52,33.335,51,26.0027,18,0,1,383
29.52,33.335,51,30.0026,19,0,1,284
27.88,31.82,57,35.0008,20,0,1,166
27.06,31.06,61,16.9979,21,0,1,158
26.24,31.06,50,19.0012,22,0,1,91
23.78,27.275,60,0.0,23,0,1,54
25.42,31.06,50,7.0015,0,0,1,24
25.42,31.06,50,6.0032,1,0,1,13
24.6,31.06,53,8.9981,2,0,1,14
23.78,27.275,56,8.9981,3,0,1,1
22.96,26.515,64,8.9981,4,0,1,6
22.14,25.76,68,8.9981,5,0,1,16
22.14,25.76,68,19.0012,6,0,1,58
22.14,25.76,68,15.0013,7,0,1,189
19.68,23.485,88,26.0027,8,0,1,226
18.86,22.725,94,32.9975,9,0,1,54
20.5,24.24,82,27.9993,10,0,1,40
21.32,25.0,77,23.9994,11,0,1,49
22.96,26.515,64,31.0009,12,0,1,92
22.14,25.76,68,19.0012,13,0,1,106
20.5,24.24,82,19.0012,14,0,1,44
19.68,23.485,77,35.0008,15,0,1,78
19.68,23.485,77,26.0027,16,0,1,99
18.04,21.97,77,15.0013,17,0,1,291
18.04,21.97,77,15.0013,18,0,1,224
17.22,21.21,82,19.0012,19,0,1,130
17.22,21.21,82,19.0012,20,0,1,103
17.22,21.21,82,12.998,21,0,1,84
16.4,20.455,94,19.9995,22,0,1,54
16.4,20.455,94,16.9979,23,0,1,39
16.4,20.455,100,19.9995,0,0,1,15
16.4,20.455,100,19.9995,1,0,1,1
16.4,20.455,100,19.9995,2,0,1,2
16.4,20.455,94,22.0028,3,0,1,2
16.4,20.455,94,22.0028,4,0,1,3
15.58,19.695,94,16.9979,5,0,1,5
15.58,19.695,94,15.0013,6,0,1,34
14.76,17.425,100,15.0013,7,0,1,70
15.58,19.695,94,12.998,8,0,1,164
15.58,19.695,94,15.0013,9,0,1,65
16.4,20.455,87,12.998,10,0,1,46
17.22,21.21,82,12.998,11,0,1,61
17.22,21.21,82,16.9979,12,0,1,95
18.04,21.97,77,12.998,13,0,1,61
17.22,21.21,77,16.9979,14,0,1,106
18.04,21.97,72,19.0012,15,0,1,81
18.86,22.725,67,19.0012,16,0,1,142
18.86,22.725,67,19.9995,17,0,1,309
18.04,21.97,62,26.0027,18,0,1,321
18.04,21.97,62,16.9979,19,0,1,175
18.04,21.97,62,16.9979,20,0,1,126
17.22,21.21,67,11.0014,21,0,1,117
17.22,21.21,67,12.998,22,0,1,99
16.4,20.455,71,8.9981,23,0,1,62
15.58,19.695,76,8.9981,0,0,1,21
15.58,19.695,76,15.0013,1,0,1,10
14.76,17.425,76,8.9981,2,0,1,3
13.94,16.665,81,8.9981,3,0,1,2
13.94,18.18,76,0.0,4,0,1,9
13.94,17.425,76,6.0032,5,0,1,14
13.94,17.425,76,7.0015,6,0,1,70
15.58,19.695,66,0.0,7,0,1,193
17.22,21.21,58,11.0014,8,0,1,337
18.86,22.725,51,8.9981,9,0,1,170
20.5,24.24,51,12.998,10,0,1,89
21.32,25.0,45,11.0014,11,0,1,115
22.14,25.76,42,8.9981,12,0,1,145
22.96,26.515,37,15.0013,13,0,1,159
22.96,26.515,35,6.0032,14,0,1,137
24.6,31.06,31,6.0032,15,0,1,142
24.6,30.305,26,7.0015,16,0,1,202
24.6,30.305,28,0.0,17,0,1,388
22.96,26.515,30,0.0,18,0,1,337
22.14,25.76,32,0.0,19,0,1,259
20.5,24.24,51,12.998,20,0,1,169
18.86,22.725,63,8.9981,21,0,1,145
19.68,23.485,55,7.0015,22,0,1,104
18.86,22.725,59,7.0015,23,0,1,47
18.04,21.97,67,0.0,0,1,0,27
18.04,21.97,62,0.0,1,1,0,15
16.4,20.455,76,0.0,2,1,0,18
16.4,20.455,76,0.0,3,1,0,3
15.58,19.695,82,6.0032,4,1,0,3
14.76,18.18,81,7.0015,5,1,0,13
14.76,18.18,81,6.0032,6,1,0,47
16.4,20.455,71,11.0014,7,1,0,149
18.04,21.97,62,19.9995,8,1,0,300
20.5,24.24,55,12.998,9,1,0,178
20.5,24.24,55,12.998,10,1,0,122
21.32,25.0,55,12.998,11,1,0,136
21.32,25.0,55,19.0012,12,1,0,200
22.14,25.76,52,16.9979,13,1,0,180
22.14,25.76,52,16.9979,14,1,0,163
22.14,25.76,52,30.0026,15,1,0,162
21.32,25.0,55,32.9975,16,1,0,243
20.5,24.24,63,26.0027,17,1,0,331
18.86,22.725,67,26.0027,18,1,0,263
17.22,21.21,77,26.0027,19,1,0,209
16.4,20.455,76,22.0028,20,1,0,118
16.4,20.455,76,19.9995,21,1,0,102
15.58,19.695,82,26.0027,22,1,0,80
14.76,17.425,81,12.998,23,1,0,64
14.76,17.425,81,15.0013,0,0,0,43
14.76,16.665,87,19.0012,1,0,0,33
14.76,17.425,87,8.9981,2,0,0,24
14.76,17.425,87,11.0014,3,0,0,14
14.76,17.425,87,15.0013,4,0,0,5
15.58,19.695,87,19.0012,5,0,0,4
16.4,20.455,82,22.0028,6,0,0,10
16.4,20.455,82,27.9993,7,0,0,21
16.4,20.455,87,23.9994,8,0,0,45
16.4,20.455,100,19.9995,9,0,0,29
17.22,21.21,94,26.0027,10,0,0,22
17.22,21.21,94,30.0026,11,0,0,31
18.86,22.725,88,39.0007,12,0,0,32
18.86,22.725,94,35.0008,13,0,0,58
21.32,25.0,83,39.0007,14,0,0,63
21.32,25.0,83,39.0007,15,0,0,78
20.5,24.24,88,31.0009,16,0,0,33
20.5,24.24,88,39.0007,17,0,0,15
20.5,24.24,94,26.0027,18,0,0,38
21.32,25.0,94,27.9993,19,0,0,71
18.04,21.97,94,15.0013,20,0,0,53
18.04,21.97,94,0.0,21,0,0,14
17.22,21.21,100,0.0,22,0,0,24
18.04,21.97,77,19.0012,23,0,0,35
18.04,21.97,77,19.0012,0,0,0,33
17.22,21.21,67,15.0013,1,0,0,31
16.4,20.455,62,12.998,2,0,0,29
16.4,20.455,66,8.9981,3,0,0,25
14.76,18.18,76,7.0015,4,0,0,7
14.76,17.425,71,11.0014,5,0,0,3
14.76,15.91,66,30.0026,6,0,0,8
14.76,16.665,50,23.9994,7,0,0,16
15.58,19.695,46,26.0027,8,0,0,43
16.4,20.455,43,19.0012,9,0,0,102
17.22,21.21,44,30.0026,10,0,0,211
18.86,22.725,41,27.9993,11,0,0,304
18.86,22.725,38,26.0027,12,0,0,354
20.5,24.24,34,26.0027,13,0,0,343
21.32,25.0,34,26.0027,14,0,0,361
22.14,25.76,32,35.0008,15,0,0,388
22.14,25.76,30,23.9994,16,0,0,343
22.96,26.515,30,30.0026,17,0,0,306
22.96,26.515,30,26.0027,18,0,0,277
22.96,26.515,30,19.9995,19,0,0,210
21.32,25.0,36,12.998,20,0,0,141
20.5,24.24,42,12.998,21,0,0,83
20.5,24.24,39,7.0015,22,0,0,70
18.04,21.97,67,11.0014,23,0,0,56
18.86,22.725,47,6.0032,0,0,1,39
18.86,22.725,47,8.9981,1,0,1,19
17.22,21.21,67,7.0015,2,0,1,16
17.22,21.21,62,7.0015,3,0,1,7
16.4,20.455,87,11.0014,4,0,1,6
16.4,20.455,76,6.0032,5,0,1,16
16.4,20.455,82,0.0,6,0,1,54
18.86,22.725,63,0.0,7,0,1,168
18.86,22.725,63,0.0,8,0,1,297
20.5,24.24,55,7.0015,9,0,1,169
21.32,25.0,55,7.0015,10,0,1,109
22.14,25.76,52,6.0032,11,0,1,123
22.96,26.515,49,6.0032,12,0,1,184
22.96,26.515,49,11.0014,13,0,1,169
23.78,27.275,49,12.998,14,0,1,144
24.6,31.06,43,12.998,15,0,1,176
24.6,31.06,46,19.0012,16,0,1,205
23.78,27.275,49,19.0012,17,0,1,428
26.24,31.06,31,23.9994,18,0,1,362
22.96,26.515,46,16.9979,19,0,1,286
24.6,31.06,33,19.9995,20,0,1,165
22.96,26.515,37,19.0012,21,0,1,151
21.32,25.0,55,19.0012,22,0,1,90
20.5,24.24,59,16.9979,23,0,1,46
20.5,24.24,55,15.0013,0,0,1,25
18.86,22.725,63,15.0013,1,0,1,7
18.86,22.725,67,19.0012,2,0,1,13
19.68,23.485,63,15.0013,3,0,1,3
18.86,22.725,67,6.0032,4,0,1,5
18.86,22.725,72,12.998,5,0,1,18
19.68,23.485,67,0.0,6,0,1,65
21.32,25.0,55,0.0,7,0,1,188
20.5,24.24,68,8.9981,8,0,1,351
21.32,25.0,63,6.0032,9,0,1,162
20.5,24.24,72,15.0013,10,0,1,75
22.14,25.76,68,11.0014,11,0,1,72
22.14,25.76,64,6.0032,12,0,1,103
22.14,25.76,68,15.0013,13,0,1,129
22.14,25.76,64,12.998,14,0,1,107
22.14,25.76,65,11.0014,15,0,1,127
22.96,26.515,52,19.9995,16,0,1,192
22.96,26.515,60,7.0015,17,0,1,411
22.14,25.76,64,8.9981,18,0,1,421
20.5,24.24,72,12.998,19,0,1,276
20.5,24.24,72,15.0013,20,0,1,168
20.5,24.24,72,8.9981,21,0,1,122
19.68,23.485,77,6.0032,22,0,1,112
18.86,22.725,88,6.0032,23,0,1,52
17.22,21.21,67,6.0032,0,0,0,96
17.22,21.21,69,7.0015,1,0,0,59
17.22,21.21,77,7.0015,2,0,0,50
16.4,20.455,82,7.0015,3,0,0,23
16.4,20.455,76,7.0015,4,0,0,17
16.4,20.455,82,6.0032,5,0,0,10
16.4,20.455,82,6.0032,6,0,0,13
17.22,21.21,77,6.0032,7,0,0,33
18.04,21.97,77,8.9981,8,0,0,59
18.86,22.725,72,8.9981,9,0,0,141
19.68,23.485,63,12.998,10,0,0,264
18.86,22.725,82,7.0015,11,0,0,250
19.68,23.485,77,7.0015,12,0,0,281
20.5,24.24,63,11.0014,13,0,0,332
20.5,24.24,68,7.0015,14,0,0,238
20.5,24.24,72,0.0,15,0,0,266
20.5,24.24,72,12.998,16,0,0,214
19.68,23.485,82,16.9979,17,0,0,196
18.86,22.725,82,6.0032,18,0,0,159
18.86,22.725,84,7.0015,19,0,0,178
18.86,22.725,82,0.0,20,0,0,121
18.86,22.725,82,0.0,21,0,0,105
18.86,22.725,82,0.0,22,0,0,100
18.86,22.725,77,12.998,23,0,0,146
18.86,22.725,72,8.9981,0,0,1,177
18.86,22.725,72,8.9981,1,0,1,114
18.04,21.97,77,15.0013,2,0,1,35
18.04,21.97,77,8.9981,3,0,1,16
18.04,21.97,77,11.0014,4,0,1,17
18.04,21.97,77,8.9981,5,0,1,20
18.04,21.97,88,7.0015,6,0,1,62
18.86,22.725,82,22.0028,7,0,1,209
19.68,23.485,77,15.0013,8,0,1,371
20.5,24.24,77,19.0012,9,0,1,172
22.14,25.76,77,15.0013,10,0,1,108
23.78,27.275,73,19.9995,11,0,1,130
25.42,30.305,69,15.0013,12,0,1,187
25.42,30.305,69,12.998,13,0,1,170
26.24,30.305,69,15.0013,14,0,1,181
27.06,31.06,61,12.998,15,0,1,155
27.06,31.06,61,15.0013,16,0,1,269
27.06,31.06,65,12.998,17,0,1,537
26.24,30.305,65,12.998,18,0,1,518
25.42,30.305,69,8.9981,19,0,1,314
25.42,30.305,69,8.9981,20,0,1,218
24.6,29.545,73,7.0015,21,0,1,232
24.6,29.545,73,0.0,22,0,1,125
22.96,26.515,83,12.998,23,0,1,64
22.96,26.515,83,15.0013,0,0,1,16
22.96,26.515,78,16.9979,1,0,1,14
22.96,26.515,78,16.9979,2,0,1,5
22.14,25.76,83,19.0012,3,0,1,2
21.32,25.0,88,15.0013,4,0,1,4
21.32,25.0,88,8.9981,5,0,1,14
21.32,25.0,94,11.0014,6,0,1,109
22.14,25.76,88,15.0013,7,0,1,265
22.96,26.515,83,19.0012,8,0,1,459
24.6,28.79,78,23.9994,9,0,1,186
26.24,30.305,69,23.9994,10,0,1,127
27.06,31.06,65,22.0028,11,0,1,140
27.88,31.82,61,32.9975,12,0,1,217
28.7,32.575,58,40.9973,13,0,1,194
28.7,32.575,58,35.0008,14,0,1,158
28.7,32.575,58,30.0026,15,0,1,154
29.52,33.335,54,31.0009,16,0,1,271
28.7,32.575,54,31.0009,17,0,1,517
28.7,32.575,48,27.9993,18,0,1,544
27.88,31.82,57,23.9994,19,0,1,365
27.06,31.06,61,12.998,20,0,1,290
26.24,31.06,61,30.0026,21,0,1,225
23.78,27.275,60,26.0027,22,0,1,113
22.96,26.515,68,22.0028,23,0,1,62
21.32,25.0,77,11.0014,0,0,1,27
20.5,24.24,82,19.0012,1,0,1,7
20.5,24.24,82,19.0012,2,0,1,4
17.22,21.21,88,35.0008,3,0,1,1
15.58,19.695,94,22.0028,4,0,1,3
14.76,16.665,87,22.0028,5,0,1,9
13.94,15.15,93,26.0027,6,0,1,21
13.94,15.15,93,23.9994,7,0,1,52
13.94,15.15,93,26.0027,8,0,1,79
13.94,15.15,93,23.9994,9,0,1,40
13.94,15.91,93,19.0012,10,0,1,31
16.4,20.455,82,22.0028,11,0,1,72
18.04,21.97,62,23.9994,12,0,1,124
18.86,22.725,59,30.0026,13,0,1,143
20.5,24.24,51,26.0027,14,0,1,107
19.68,23.485,51,27.9993,15,0,1,129
20.5,24.24,45,31.0009,16,0,1,195
16.4,20.455,71,16.9979,17,0,1,410
17.22,21.21,67,16.9979,18,0,1,396
17.22,21.21,58,23.9994,19,0,1,296
16.4,20.455,62,22.0028,20,0,1,191
16.4,20.455,62,11.0014,21,0,1,150
15.58,19.695,62,15.0013,22,0,1,89
14.76,17.425,62,15.0013,23,0,1,57
14.76,17.425,66,12.998,0,0,1,27
13.94,16.665,71,12.998,1,0,1,10
13.94,15.91,66,15.0013,2,0,1,5
13.94,15.91,66,16.9979,3,0,1,4
13.94,15.91,66,16.9979,4,0,1,7
13.94,15.91,66,16.9979,5,0,1,30
13.94,15.91,66,16.9979,6,0,1,89
15.58,19.695,58,16.9979,7,0,1,271
17.22,21.21,50,16.9979,8,0,1,440
18.86,22.725,44,19.0012,9,0,1,184
20.5,24.24,39,19.0012,10,0,1,128
21.32,25.0,36,30.0026,11,0,1,148
21.32,25.0,34,23.9994,12,0,1,196
22.14,25.76,30,39.0007,13,0,1,192
22.14,25.76,28,30.0026,14,0,1,154
22.96,26.515,26,32.9975,15,0,1,147
23.78,27.275,24,27.9993,16,0,1,269
22.96,26.515,26,26.0027,17,0,1,533
22.96,26.515,26,19.0012,18,0,1,520
22.14,25.76,28,15.0013,19,0,1,361
20.5,24.24,34,11.0014,20,0,1,258
20.5,24.24,36,12.998,21,0,1,180
19.68,23.485,39,12.998,22,0,1,165
18.86,22.725,41,12.998,23,0,1,115
18.04,21.97,44,11.0014,0,0,1,56
16.4,20.455,62,11.0014,1,0,1,32
15.58,19.695,62,7.0015,2,0,1,16
14.76,18.18,71,7.0015,3,0,1,9
14.76,18.18,71,7.0015,4,0,1,1
13.94,17.425,81,7.0015,5,0,1,16
14.76,18.18,81,6.0032,6,0,1,82
16.4,20.455,82,0.0,7,0,1,222
17.22,21.21,77,16.9979,8,0,1,450
18.86,22.725,67,19.0012,9,0,1,188
22.14,25.76,49,22.0028,10,0,1,127
22.14,25.76,49,22.0028,11,0,1,165
22.96,26.515,49,23.9994,12,0,1,246
23.78,27.275,40,22.0028,13,0,1,253
24.6,31.06,40,30.0026,14,0,1,213
24.6,31.06,38,26.0027,15,0,1,260
24.6,31.06,40,16.9979,16,0,1,344
23.78,27.275,40,23.9994,17,0,1,553
22.14,25.76,52,23.9994,18,0,1,470
22.14,25.76,52,23.9994,19,0,1,292
21.32,25.0,48,7.0015,20,0,1,190
19.68,23.485,67,8.9981,21,0,1,152
18.86,22.725,72,15.0013,22,0,1,151
18.04,21.97,82,8.9981,23,0,1,120
17.22,21.21,82,8.9981,0,0,0,86
17.22,21.21,82,7.0015,1,0,0,58
17.22,21.21,82,6.0032,2,0,0,52
17.22,21.21,77,6.0032,3,0,0,18
16.4,20.455,82,7.0015,4,0,0,5
18.86,22.725,59,8.9981,5,0,0,7
17.22,21.21,77,6.0032,6,0,0,13
19.68,23.485,59,0.0,7,0,0,40
21.32,25.0,52,12.998,8,0,0,115
22.14,25.76,49,19.0012,9,0,0,218
22.96,26.515,49,19.9995,10,0,0,298
22.96,26.515,43,0.0,11,0,0,347
24.6,31.06,40,12.998,12,0,0,373
24.6,31.06,35,19.0012,13,0,0,436
24.6,31.06,35,11.0014,14,0,0,378
24.6,31.06,38,16.9979,15,0,0,378
24.6,31.06,38,12.998,16,0,0,342
23.78,27.275,40,15.0013,17,0,0,354
23.78,27.275,37,11.0014,18,0,0,289
22.96,26.515,43,12.998,19,0,0,267
22.96,26.515,43,8.9981,20,0,0,219
22.14,25.76,49,15.0013,21,0,0,182
22.14,25.76,49,12.998,22,0,0,120
20.5,24.24,59,7.0015,23,0,0,119
20.5,24.24,59,7.0015,0,0,0,100
21.32,25.0,55,0.0,1,0,0,64
19.68,23.485,63,0.0,2,0,0,59
18.86,22.725,72,6.0032,3,0,0,31
17.22,21.21,82,0.0,4,0,0,10
18.04,21.97,77,0.0,5,0,0,5
18.04,21.97,82,0.0,6,0,0,6
18.86,22.725,82,0.0,7,0,0,23
21.32,25.0,63,8.9981,8,0,0,86
22.96,26.515,52,15.0013,9,0,0,160
23.78,27.275,49,8.9981,10,0,0,244
23.78,27.275,49,6.0032,11,0,0,340
24.6,31.06,46,6.0032,12,0,0,382
24.6,31.06,49,8.9981,13,0,0,390
24.6,31.06,49,0.0,14,0,0,366
24.6,31.06,49,0.0,15,0,0,358
24.6,31.06,46,7.0015,16,0,0,385
23.78,27.275,49,19.0012,17,0,0,351
23.78,27.275,49,0.0,18,0,0,268
22.96,26.515,64,0.0,19,0,0,239
21.32,25.0,77,8.9981,20,0,0,174
21.32,25.0,77,6.0032,21,0,0,127
20.5,24.24,88,6.0032,22,0,0,115
18.86,22.725,88,6.0032,23,0,0,50
18.86,22.725,82,6.0032,0,0,1,53
18.04,21.97,88,0.0,1,0,1,33
18.04,21.97,94,0.0,2,0,1,8
18.86,22.725,82,6.0032,3,0,1,7
17.22,21.21,82,11.0014,4,0,1,4
17.22,21.21,77,11.0014,5,0,1,23
18.04,21.97,72,16.9979,6,0,1,89
19.68,23.485,63,16.9979,7,0,1,237
21.32,25.0,55,15.0013,8,0,1,374
22.14,25.76,56,11.0014,9,0,1,178
22.96,26.515,52,12.998,10,0,1,119
24.6,31.06,46,15.0013,11,0,1,125
24.6,31.06,43,12.998,12,0,1,195
25.42,31.06,38,19.0012,13,0,1,174
25.42,31.06,41,15.0013,14,0,1,162
25.42,31.06,41,15.0013,15,0,1,199
26.24,31.06,38,15.0013,16,0,1,304
25.42,31.06,38,16.9979,17,0,1,598
25.42,31.06,38,19.9995,18,0,1,524
23.78,27.275,43,12.998,19,0,1,384
22.14,25.76,49,12.998,20,0,1,239
21.32,25.0,59,8.9981,21,0,1,156
21.32,25.0,68,6.0032,22,0,1,116
20.5,24.24,68,6.0032,23,0,1,61
19.68,23.485,63,0.0,0,0,1,18
18.86,22.725,59,6.0032,1,0,1,15
18.04,21.97,58,8.9981,2,0,1,5
18.04,21.97,54,12.998,3,0,1,4
17.22,21.21,62,16.9979,4,0,1,2
16.4,20.455,66,15.0013,5,0,1,29
17.22,21.21,67,8.9981,6,0,1,112
18.04,21.97,62,8.9981,7,0,1,314
20.5,24.24,51,7.0015,8,0,1,425
21.32,25.0,48,7.0015,9,0,1,205
22.96,26.515,37,6.0032,10,0,1,127
22.96,26.515,43,8.9981,11,0,1,125
24.6,31.06,38,0.0,12,0,1,217
25.42,31.06,38,16.9979,13,0,1,202
25.42,31.06,33,0.0,14,0,1,176
26.24,31.06,33,6.0032,15,0,1,180
27.06,31.06,31,7.0015,16,0,1,327
26.24,31.06,33,0.0,17,0,1,611
26.24,31.06,29,8.9981,18,0,1,550
24.6,31.06,43,15.0013,19,0,1,434
22.14,25.76,60,8.9981,20,0,1,291
22.14,25.76,52,0.0,21,0,1,203
21.32,25.0,55,7.0015,22,0,1,150
21.32,25.0,59,8.9981,23,0,1,81
21.32,25.0,55,8.9981,0,0,1,38
20.5,24.24,59,7.0015,1,0,1,20
21.32,25.0,59,0.0,2,0,1,10
20.5,24.24,63,15.0013,3,0,1,3
19.68,23.485,88,8.9981,4,0,1,2
18.86,22.725,88,8.9981,5,0,1,20
18.86,22.725,82,8.9981,6,0,1,99
19.68,23.485,72,12.998,7,0,1,318
19.68,23.485,77,16.9979,8,0,1,442
21.32,25.0,72,8.9981,9,0,1,203
22.14,25.76,68,6.0032,10,0,1,154
22.96,26.515,64,6.0032,11,0,1,141
24.6,31.06,56,0.0,12,0,1,226
25.42,31.06,50,0.0,13,0,1,193
25.42,31.06,53,6.0032,14,0,1,177
26.24,31.06,41,0.0,15,0,1,179
27.06,31.06,39,0.0,16,0,1,289
26.24,31.06,47,7.0015,17,0,1,259
25.42,31.06,50,19.9995,18,0,1,274
22.96,26.515,52,8.9981,19,0,1,401
22.14,25.76,64,8.9981,20,0,1,273
22.14,25.76,60,0.0,21,0,1,234
20.5,24.24,72,16.9979,22,0,1,146
18.86,22.725,88,16.9979,23,0,1,81
18.86,22.725,88,15.0013,0,0,1,44
18.86,22.725,88,15.0013,1,0,1,17
18.04,21.97,94,12.998,2,0,1,15
